country,latitude,longitude,year,currency_crisis,inflation_crisis,stock_market_crash,sovereign_domestic_debt_crisis,sovereign_external_debt_crisis,banking_crisis,inflation,inflation_pos
"Mauritius",-20.2833,57.55,1991,0,0,0,0,0,0,12.817,12.817
"Mexico",23,-102,1991,0,1,0,0,0,0,22.662,22.662
"Morocco",32,-5,1991,0,0,0,0,0,0,8.991,8.991
"Myanmar",22,98,1991,0,1,0,0,0,0,29.125,29.125
"Netherlands",52.5,5.75,1991,0,0,0,0,0,0,3.1,3.1
"New Zealand",-41,174,1991,0,0,0,0,0,0,2.61,2.61
"Nicaragua",13,-85,1991,1,1,0,0,1,1,116.6,116.6
"Nigeria",10,8,1991,0,0,0,0,1,0,12.195,12.195
"Norway",62,10,1991,0,0,1,0,0,1,3.424,3.424
"Panama",9,-80,1991,0,0,0,0,1,0,1.532,1.532
"Paraguay",-23,-58,1991,0,1,0,0,1,0,24.275,24.275
"Peru",-10,-76,1991,1,1,0,0,1,0,409.527,409.527
"Philippines",13,122,1991,0,0,0,0,1,0,18.492,18.492
"Poland",52,20,1991,1,1,0,0,1,1,70.3,70.3
"Portugal",39.5,-8,1991,0,0,1,0,0,0,11.405643,11.40564
"Romania",46,25,1991,1,1,0,0,0,1,161.121,161.121
"Singapore",1.3667,103.8,1991,0,0,0,0,0,0,3.419,3.419
"South Africa",-29,24,1991,0,0,0,0,0,0,15.566,15.566
"Spain",40,-4,1991,0,0,0,0,0,0,5.7284844,5.728484
"Sri Lanka",7,81,1991,0,0,0,0,0,1,12.184,12.184
"Sweden",62,15,1991,0,0,1,0,0,1,9.337,9.337
"Switzerland",47,8,1991,0,0,0,0,0,0,5.86,5.86
"Taiwan",23.5,121,1991,0,0,0,0,0,0,3.623,3.623
"Thailand",15,100,1991,0,0,0,0,0,0,5.702,5.702
"Tunisia",34,9,1991,0,0,0,0,0,1,7.693,7.693
"Turkey",39,35,1991,1,1,1,0,0,1,62.914,62.914
"United Kingdom",54,-2,1991,0,0,0,0,0,1,7.413,7.413
"United States",38,-97,1991,0,0,1,0,0,1,4.2081102,4.20811
"Uruguay",-33,-56,1991,1,1,0,0,1,0,101.972,101.972
"Venezuela",8,-66,1991,1,1,0,0,0,0,34.205,34.205
"Zambia",-15,30,1991,1,1,0,0,1,0,97.701,97.701
"Zimbabwe",-20,30,1991,1,1,1,0,0,0,24,24
"Algeria",28,3,1992,0,1,0,0,1,1,31.7,31.7
"Angola",-12.5,18.5,1992,1,1,0,1,1,1,299.097,299.097
"Argentina",-34,-64,1992,1,1,1,0,1,0,24.9,24.9
"Australia",-27,133,1992,0,0,0,0,0,1,.986,.986
"Austria",47.3333,13.3333,1992,0,0,1,0,0,0,3.425,3.425
"Belgium",50.8333,4,1992,0,0,0,0,0,0,2.244,2.244
"Bolivia",-17,-65,1992,0,0,0,0,1,0,12.064,12.064
"Brazil",-10,-55,1992,1,1,1,0,1,0,1022.451,1022.451
"Canada",60,-95,1992,0,0,0,0,0,0,1.49,1.49
"Central African Republic",7,21,1992,0,0,0,0,1,1,-.757,0
"Chile",-30,-71,1992,0,0,0,0,0,0,12.700006,12.70001
"China",35,105,1992,0,0,0,0,0,1,6.4,6.4
"Colombia",4,-72,1992,0,1,0,0,0,0,27.023,27.023
"Costa Rica",10,-84,1992,0,1,0,0,0,0,21.788,21.788
"Cote d'Ivoire",8,-5,1992,0,0,0,0,1,0,4.218,4.218
"Denmark",56,10,1992,0,0,1,0,0,1,2.113,2.113
"Dominican Republic",19,-70.6667,1992,0,0,0,1,1,0,4.259,4.259
"Ecuador",-2,-77.5,1992,1,1,0,0,1,0,54.341,54.341
"Egypt",27,30,1992,0,1,0,0,0,1,21.142,21.142
"El Salvador",13.8333,-88.9167,1992,0,0,0,1,0,0,11.221,11.221
"Finland",64,26,1992,1,0,0,0,0,1,2.9722508,2.972251
"France",46,2,1992,0,0,1,0,0,0,2.366,2.366
"Germany",51,9,1992,0,0,1,0,0,0,5.046,5.046
"Ghana",8,-2,1992,1,0,0,0,0,0,10.056,10.056
"Greece",39,22,1992,0,0,1,0,0,1,15.888,15.888
"Guatemala",15.5,-90.25,1992,0,0,0,0,0,0,10.241,10.241
"Honduras",15,-86.5,1992,0,0,0,0,1,0,8.8,8.8
"Hungary",47,20,1992,0,1,0,0,0,1,22.95,22.95
"Iceland",65,-18,1992,0,0,0,0,0,0,3.732,3.732
"India",20,77,1992,0,0,0,0,0,0,11.788,11.788
"Indonesia",-5,120,1992,0,0,1,0,0,1,7.506,7.506
"Ireland",53,-8,1992,0,0,0,0,0,0,3.15,3.15
"Italy",42.8333,12.8333,1992,1,0,1,0,0,1,5.003,5.003
"Japan",36,138,1992,0,0,1,0,0,1,1.7,1.7
"Kenya",1,38,1992,1,1,1,0,0,1,27.332,27.332
"Korea",37,127.5,1992,0,0,0,0,0,0,6.212,6.212
"Malaysia",2.5,112.5,1992,0,0,0,0,0,0,4.767,4.767
"Mauritius",-20.2833,57.55,1992,0,0,0,0,0,0,2.857,2.857
"Mexico",23,-102,1992,0,0,0,0,0,0,15.508,15.508
"Morocco",32,-5,1992,0,0,0,0,0,0,5.74,5.74
"Myanmar",22,98,1992,0,1,0,0,0,0,22.293,22.293
"Netherlands",52.5,5.75,1992,0,0,0,0,0,0,3.2,3.2
"New Zealand",-41,174,1992,0,0,0,0,0,0,.983,.983
"Nicaragua",13,-85,1992,0,1,0,0,1,1,21.9,21.9
"Nigeria",10,8,1992,1,1,1,0,1,1,44.565,44.565
"Norway",62,10,1992,0,0,1,0,0,1,2.348,2.348
"Panama",9,-80,1992,0,0,0,0,1,0,1.751,1.751
"Paraguay",-23,-58,1992,1,0,0,0,1,0,15.105,15.105
"Peru",-10,-76,1992,1,1,0,0,1,0,73.527,73.527
"Philippines",13,122,1992,0,0,0,0,1,0,8.947,8.947
"Poland",52,20,1992,1,1,0,0,1,1,43,43
"Portugal",39.5,-8,1992,0,0,1,0,0,0,8.894645,8.894645
"Romania",46,25,1992,1,1,0,0,0,1,210.386,210.386
"Singapore",1.3667,103.8,1992,0,0,0,0,0,0,2.265,2.265
"South Africa",-29,24,1992,0,0,0,0,0,0,13.673,13.673
"Spain",40,-4,1992,0,0,0,0,0,0,5.9252064,5.925206
"Sri Lanka",7,81,1992,0,0,0,0,0,1,11.385,11.385
"Sweden",62,15,1992,1,0,1,0,0,1,2.282,2.282
"Switzerland",47,8,1992,0,0,0,0,0,0,4.037,4.037
"Taiwan",23.5,121,1992,0,0,0,0,0,0,4.466,4.466
"Thailand",15,100,1992,0,0,0,0,0,0,4.154,4.154
"Tunisia",34,9,1992,0,0,0,0,0,1,5.518,5.518
"Turkey",39,35,1992,1,1,1,0,0,0,71.951,71.951
"United Kingdom",54,-2,1992,0,0,0,0,0,0,4.297,4.297
"United States",38,-97,1992,0,0,0,0,0,0,3.010279,3.010279
"Uruguay",-33,-56,1992,1,1,0,0,0,0,68.456,68.456
"Venezuela",8,-66,1992,1,1,1,0,0,0,31.423,31.423
"Zambia",-15,30,1992,1,1,0,0,1,0,165.725,165.725
"Zimbabwe",-20,30,1992,0,1,1,0,0,0,41.6,41.6
"Algeria",28,3,1993,0,1,0,0,1,0,20.5,20.5
"Angola",-12.5,18.5,1993,1,1,0,1,1,1,1379.476,1379.476
"Argentina",-34,-64,1993,0,0,0,0,1,0,18.512,18.512
"Australia",-27,133,1993,0,0,0,0,0,0,1.813,1.813
"Austria",47.3333,13.3333,1993,0,0,0,0,0,0,3.238,3.238
"Belgium",50.8333,4,1993,0,0,0,0,0,0,2.49,2.49
"Bolivia",-17,-65,1993,0,0,0,0,1,0,8.526,8.526
"Brazil",-10,-55,1993,2,1,0,0,1,0,1927.381,1927.381
"Canada",60,-95,1993,0,0,0,0,0,0,1.865,1.865
"Central African Republic",7,21,1993,0,0,0,0,1,1,-2.909,0
"Chile",-30,-71,1993,0,0,0,0,0,0,12.2,12.2
"China",35,105,1993,0,0,1,0,0,1,14.7,14.7
"Colombia",4,-72,1993,0,1,0,0,0,0,22.438,22.438
"Costa Rica",10,-84,1993,0,0,0,0,0,0,9.781,9.781
"Cote d'Ivoire",8,-5,1993,0,0,0,0,1,0,2.13,2.13
"Denmark",56,10,1993,0,0,0,0,0,0,1.237,1.237
"Dominican Republic",19,-70.6667,1993,0,0,0,1,1,0,5.25,5.25
"Ecuador",-2,-77.5,1993,0,1,0,0,1,0,45,45
"Egypt",27,30,1993,0,0,0,0,0,1,11.042,11.042
"El Salvador",13.8333,-88.9167,1993,0,1,0,1,0,0,18.507,18.507
"Finland",64,26,1993,0,0,0,0,0,1,2.141528,2.141528
"France",46,2,1993,0,0,1,0,0,0,2.106,2.106
"Germany",51,9,1993,0,0,0,0,0,0,4.476,4.476
"Ghana",8,-2,1993,1,1,0,0,0,0,24.96,24.96
"Greece",39,22,1993,0,0,0,0,0,1,14.377,14.377
"Guatemala",15.5,-90.25,1993,0,0,0,0,0,0,13.363,13.363
"Honduras",15,-86.5,1993,1,0,0,0,1,0,10.7,10.7
"Hungary",47,20,1993,1,1,0,0,0,1,22.451,22.451
"Iceland",65,-18,1993,0,0,0,0,0,1,4.094,4.094
"India",20,77,1993,1,0,0,0,0,1,6.362,6.362
"Indonesia",-5,120,1993,0,0,0,0,0,0,9.688,9.688
"Ireland",53,-8,1993,1,0,0,0,0,0,1.418,1.418
"Italy",42.8333,12.8333,1993,0,0,0,0,0,1,4.497,4.497
"Japan",36,138,1993,0,0,0,0,0,1,1.3,1.3
"Kenya",1,38,1993,1,1,0,0,0,1,45.979,45.979
"Korea",37,127.5,1993,0,0,0,0,0,0,4.801,4.801
"Malaysia",2.5,112.5,1993,0,0,0,0,0,0,3.561,3.561
"Mauritius",-20.2833,57.55,1993,0,0,0,0,0,0,15.288,15.288
"Mexico",23,-102,1993,0,0,0,0,0,0,9.751,9.751
"Morocco",32,-5,1993,0,0,0,0,0,0,5.183,5.183
"Myanmar",22,98,1993,0,1,0,0,0,0,33.57,33.57
"Netherlands",52.5,5.75,1993,0,0,0,0,0,0,2.6,2.6
"New Zealand",-41,174,1993,0,0,0,0,0,0,1.31,1.31
"Nicaragua",13,-85,1993,1,0,0,0,1,1,13.5,13.5
"Nigeria",10,8,1993,0,1,1,0,0,1,57.143,57.143
"Norway",62,10,1993,0,0,0,0,0,1,2.285,2.285
"Panama",9,-80,1993,0,0,0,0,1,0,.478,.478
"Paraguay",-23,-58,1993,1,0,0,0,0,0,18.277,18.277
"Peru",-10,-76,1993,1,1,0,0,1,0,48.436,48.436
"Philippines",13,122,1993,0,0,0,0,0,0,7.609,7.609
"Poland",52,20,1993,1,1,0,0,1,1,35.3,35.3
"Portugal",39.5,-8,1993,0,0,0,0,0,0,6.5000934,6.500093
"Romania",46,25,1993,1,1,0,0,0,1,256.105,256.105
"Singapore",1.3667,103.8,1993,0,0,0,0,0,0,2.29,2.29
"South Africa",-29,24,1993,0,0,0,0,1,0,9.874,9.874
"Spain",40,-4,1993,1,0,0,0,0,0,4.5735901,4.57359
"Sri Lanka",7,81,1993,0,0,0,0,0,1,11.747,11.747
"Sweden",62,15,1993,0,0,0,0,0,1,4.827,4.827
"Switzerland",47,8,1993,0,0,1,0,0,0,3.293,3.293
"Taiwan",23.5,121,1993,0,0,0,0,0,0,2.942,2.942
"Thailand",15,100,1993,0,0,0,0,0,0,3.295,3.295
"Tunisia",34,9,1993,0,0,0,0,0,1,4.04,4.04
"Turkey",39,35,1993,1,1,0,0,0,0,65.248,65.248
"United Kingdom",54,-2,1993,1,0,0,0,0,0,2.497,2.497
"United States",38,-97,1993,0,0,0,0,0,0,2.9935852,2.993585
"Uruguay",-33,-56,1993,2,1,0,0,0,0,54.081,54.081
"Venezuela",8,-66,1993,1,1,1,0,0,1,38.122,38.122
"Zambia",-15,30,1993,1,1,0,0,1,0,183.263,183.263
"Zimbabwe",-20,30,1993,1,1,0,0,0,0,28.2,28.2
"Algeria",28,3,1994,1,1,0,0,1,0,29,29
"Angola",-12.5,18.5,1994,1,1,0,1,1,1,949.771,949.771
"Argentina",-34,-64,1994,0,0,1,0,0,0,4.177,4.177
"Australia",-27,133,1994,0,0,0,0,0,0,1.895,1.895
"Austria",47.3333,13.3333,1994,0,0,0,0,0,0,2.71,2.71
"Belgium",50.8333,4,1994,0,0,0,0,0,0,2.392,2.392
"Bolivia",-17,-65,1994,0,0,0,0,1,1,7.875,7.875
"Brazil",-10,-55,1994,1,1,0,0,1,1,2075.827,2075.827
"Canada",60,-95,1994,0,0,0,0,0,0,.136,.136
"Central African Republic",7,21,1994,1,1,0,0,1,1,24.55,24.55
"Chile",-30,-71,1994,0,0,0,0,0,0,8.8999928,8.899993
"China",35,105,1994,1,1,1,0,0,1,24.1,24.1
"Colombia",4,-72,1994,0,1,1,0,0,0,22.848,22.848
"Costa Rica",10,-84,1994,0,0,0,0,0,1,13.534,13.534
"Cote d'Ivoire",8,-5,1994,1,1,0,0,1,0,25.956,25.956
"Denmark",56,10,1994,0,0,0,0,0,0,2,2
"Dominican Republic",19,-70.6667,1994,0,0,0,1,1,0,8.261,8.261
"Ecuador",-2,-77.5,1994,0,1,0,0,1,0,27.443,27.443
"Egypt",27,30,1994,0,0,0,0,0,1,9.046,9.046
"El Salvador",13.8333,-88.9167,1994,0,0,0,1,0,0,7.173,7.173
"Finland",64,26,1994,0,0,0,0,0,1,1.0938245,1.093825
"France",46,2,1994,0,0,1,0,0,1,1.661,1.661
"Germany",51,9,1994,0,0,0,0,0,0,2.717,2.717
"Ghana",8,-2,1994,1,1,0,0,0,0,24.87,24.87
"Greece",39,22,1994,0,0,1,0,0,1,10.868,10.868
"Guatemala",15.5,-90.25,1994,0,0,0,0,0,0,12.507,12.507
"Honduras",15,-86.5,1994,1,1,0,0,1,0,21.7,21.7
"Hungary",47,20,1994,0,0,0,0,0,1,18.866,18.866
"Iceland",65,-18,1994,0,0,0,0,0,0,1.49,1.49
"India",20,77,1994,0,0,0,0,0,1,10.212,10.212
"Indonesia",-5,120,1994,0,0,0,0,0,1,8.518,8.518
"Ireland",53,-8,1994,0,0,0,0,0,0,2.366,2.366
"Italy",42.8333,12.8333,1994,0,0,0,0,0,1,4.164,4.164
"Japan",36,138,1994,0,0,0,0,0,1,.7,.7
"Kenya",1,38,1994,0,1,0,0,1,1,28.814,28.814
"Korea",37,127.5,1994,0,0,0,0,0,0,6.266,6.266
"Malaysia",2.5,112.5,1994,0,0,1,0,0,0,3.701,3.701
"Mauritius",-20.2833,57.55,1994,0,0,0,0,0,0,7.335,7.335
"Mexico",23,-102,1994,1,0,1,0,0,1,6.966,6.966
"Morocco",32,-5,1994,0,0,0,0,0,0,5.142,5.142
"Myanmar",22,98,1994,0,1,0,0,0,0,22.439,22.439
"Netherlands",52.5,5.75,1994,0,0,0,0,0,0,2.7,2.7
"New Zealand",-41,174,1994,0,0,0,0,0,0,1.757,1.757
"Nicaragua",13,-85,1994,0,0,0,0,1,1,3.7,3.7
"Nigeria",10,8,1994,0,1,1,0,0,1,57.416,57.416
"Norway",62,10,1994,0,0,0,0,0,0,1.397,1.397
"Panama",9,-80,1994,0,0,0,0,1,0,1.332,1.332
"Paraguay",-23,-58,1994,0,1,0,0,0,0,20.596,20.596
"Peru",-10,-76,1994,0,1,0,0,1,0,23.42,23.42
"Philippines",13,122,1994,0,0,1,0,0,0,9.035,9.035
"Poland",52,20,1994,0,1,0,0,1,1,32.2,32.2
"Portugal",39.5,-8,1994,0,0,0,0,0,0,5.1998154,5.199815
"Romania",46,25,1994,1,1,0,0,0,1,136.742,136.742
"Singapore",1.3667,103.8,1994,0,0,0,0,0,0,3.095,3.095
"South Africa",-29,24,1994,0,0,0,0,0,0,8.824,8.824
"Spain",40,-4,1994,0,0,0,0,0,0,4.7133618,4.713362
"Sri Lanka",7,81,1994,0,0,0,0,0,0,8.448,8.448
"Sweden",62,15,1994,0,0,0,0,0,1,2.158,2.158
"Switzerland",47,8,1994,0,0,0,0,0,0,.852,.852
"Taiwan",23.5,121,1994,0,0,0,0,0,0,4.101,4.101
"Thailand",15,100,1994,0,0,1,0,0,0,5.081,5.081
"Tunisia",34,9,1994,0,0,0,0,0,1,5.423,5.423
"Turkey",39,35,1994,1,1,1,0,0,1,104.292,104.292
"United Kingdom",54,-2,1994,0,0,0,0,0,0,2.071,2.071
"United States",38,-97,1994,0,0,0,0,0,0,2.5605536,2.560554
"Uruguay",-33,-56,1994,1,1,0,0,0,0,44.736,44.736
"Venezuela",8,-66,1994,1,1,1,0,0,1,60.817,60.817
"Zambia",-15,30,1994,1,1,0,0,1,0,54.614,54.614
"Zimbabwe",-20,30,1994,1,1,1,0,0,0,22.2,22.2
"Algeria",28,3,1995,1,1,0,0,1,0,29.8,29.8
"Angola",-12.5,18.5,1995,2,1,0,1,1,1,2672.23,2672.23
"Argentina",-34,-64,1995,0,0,0,0,0,1,3.376,3.376
"Australia",-27,133,1995,0,0,0,0,0,0,4.638,4.638
"Austria",47.3333,13.3333,1995,0,0,0,0,0,0,1.601,1.601
"Belgium",50.8333,4,1995,0,0,0,0,0,0,1.267,1.267
"Bolivia",-17,-65,1995,0,0,0,0,1,1,10.192,10.192
"Brazil",-10,-55,1995,1,1,0,0,0,1,66.008,66.008
"Canada",60,-95,1995,0,0,0,0,0,0,2.189,2.189
"Central African Republic",7,21,1995,0,0,0,0,1,1,19.2,19.2
"Chile",-30,-71,1995,0,0,1,0,0,0,8.2000072,8.200007
"China",35,105,1995,0,0,1,0,0,1,17.1,17.1
"Colombia",4,-72,1995,1,1,1,0,0,0,20.893,20.893
"Costa Rica",10,-84,1995,1,1,0,0,0,1,23.186,23.186
"Cote d'Ivoire",8,-5,1995,0,0,0,0,1,0,14.1,14.1
"Denmark",56,10,1995,0,0,0,0,0,0,2.092,2.092
"Dominican Republic",19,-70.6667,1995,0,0,0,1,0,0,12.536,12.536
"Ecuador",-2,-77.5,1995,1,1,0,0,1,0,22.886,22.886
"Egypt",27,30,1995,0,0,0,0,0,1,9.361,9.361
"El Salvador",13.8333,-88.9167,1995,0,0,0,1,0,0,9.725,9.725
"Finland",64,26,1995,0,0,0,0,0,0,.9918826,.9918826
"France",46,2,1995,0,0,1,0,0,1,1.778,1.778
"Germany",51,9,1995,0,0,0,0,0,0,1.729,1.729
"Ghana",8,-2,1995,1,1,0,0,0,0,59.462,59.462
"Greece",39,22,1995,0,0,1,0,0,1,8.816,8.816
"Guatemala",15.5,-90.25,1995,0,0,0,0,0,0,8.411,8.411
"Honduras",15,-86.5,1995,0,1,0,0,1,0,29.5,29.5
"Hungary",47,20,1995,1,1,0,0,0,1,28.303,28.303
"Iceland",65,-18,1995,0,0,0,0,0,0,1.703,1.703
"India",20,77,1995,0,0,1,0,0,1,10.225,10.225
"Indonesia",-5,120,1995,0,0,1,0,0,0,9.432,9.432
"Ireland",53,-8,1995,0,0,0,0,0,0,2.521,2.521
"Italy",42.8333,12.8333,1995,0,0,0,0,0,1,5.393,5.393
"Japan",36,138,1995,0,0,0,0,0,1,-.1,0
"Kenya",1,38,1995,0,0,1,0,1,1,1.554,1.554
"Korea",37,127.5,1995,0,0,1,0,0,0,4.481,4.481
"Malaysia",2.5,112.5,1995,0,0,1,0,0,0,3.202,3.202
"Mauritius",-20.2833,57.55,1995,0,0,1,0,0,0,6.026,6.026
"Mexico",23,-102,1995,1,1,1,0,0,1,34.999,34.999
"Morocco",32,-5,1995,0,0,0,0,0,0,6.124,6.124
"Myanmar",22,98,1995,0,1,0,0,0,0,28.918,28.918
"Netherlands",52.5,5.75,1995,0,0,0,0,0,0,2,2
"New Zealand",-41,174,1995,0,0,0,0,0,0,3.746,3.746
"Nicaragua",13,-85,1995,0,0,0,0,1,1,11.1,11.1
"Nigeria",10,8,1995,0,1,0,0,0,1,72.729,72.729
"Norway",62,10,1995,0,0,0,0,0,0,2.448,2.448
"Panama",9,-80,1995,0,0,0,0,1,0,.939,.939
"Paraguay",-23,-58,1995,0,0,0,0,0,1,13.387,13.387
"Peru",-10,-76,1995,0,0,0,0,1,0,11.059,11.059
"Philippines",13,122,1995,0,0,1,0,0,0,8.08,8.08
"Poland",52,20,1995,1,1,0,0,0,1,27.875,27.875
"Portugal",39.5,-8,1995,0,0,0,0,0,0,4.1001369,4.100137
"Romania",46,25,1995,1,1,0,0,0,1,32.272,32.272
"Singapore",1.3667,103.8,1995,0,0,0,0,0,0,1.725,1.725
"South Africa",-29,24,1995,0,0,1,0,0,0,8.709,8.709
"Spain",40,-4,1995,0,0,0,0,0,0,4.6791584,4.679158
"Sri Lanka",7,81,1995,0,0,0,0,0,0,7.675,7.675
"Sweden",62,15,1995,0,0,0,0,0,0,2.561,2.561
"Switzerland",47,8,1995,0,0,1,0,0,0,1.8,1.8
"Taiwan",23.5,121,1995,0,0,0,0,0,1,3.67,3.67
"Thailand",15,100,1995,0,0,1,0,0,0,5.773,5.773
"Tunisia",34,9,1995,0,0,0,0,0,1,6.018,6.018
"Turkey",39,35,1995,1,1,1,0,0,0,89.566,89.566
"United Kingdom",54,-2,1995,0,0,0,0,0,1,2.625,2.625
"United States",38,-97,1995,0,0,0,0,0,0,2.8340081,2.834008
"Uruguay",-33,-56,1995,1,1,0,0,0,0,42.248,42.248
"Venezuela",8,-66,1995,1,1,1,1,1,0,59.923,59.923
"Zambia",-15,30,1995,1,1,0,0,0,1,34.905,34.905
"Zimbabwe",-20,30,1995,0,1,1,0,0,1,22.5,22.5
"Algeria",28,3,1996,0,0,0,0,1,0,18.7,18.7
"Angola",-12.5,18.5,1996,1,1,0,1,1,1,4146.01,4146.01
"Argentina",-34,-64,1996,0,0,0,0,0,1,.156,.156
"Australia",-27,133,1996,0,0,0,0,0,0,2.612,2.612
"Austria",47.3333,13.3333,1996,0,0,0,0,0,0,1.793,1.793
"Belgium",50.8333,4,1996,0,0,0,0,0,0,1.794,1.794
"Bolivia",-17,-65,1996,0,0,0,0,1,1,12.43,12.43
"Brazil",-10,-55,1996,0,0,0,0,0,1,16.006,16.006
"Canada",60,-95,1996,0,0,0,0,0,0,1.58,1.58
"Central African Republic",7,21,1996,0,0,0,0,1,1,3.723,3.723
"Chile",-30,-71,1996,0,0,1,0,0,0,6.5999937,6.599994
"China",35,105,1996,0,0,0,0,0,1,8.3,8.3
"Colombia",4,-72,1996,0,1,1,0,0,0,20.798,20.798
"Costa Rica",10,-84,1996,0,0,0,0,0,1,17.512,17.512
"Cote d'Ivoire",8,-5,1996,0,0,0,0,1,0,2.7,2.7
"Denmark",56,10,1996,0,0,0,0,0,0,2.113,2.113
"Dominican Republic",19,-70.6667,1996,0,0,0,1,0,1,5.399,5.399
"Ecuador",-2,-77.5,1996,1,1,0,0,0,0,24.4,24.4
"Egypt",27,30,1996,0,0,0,0,0,0,7.095,7.095
"El Salvador",13.8333,-88.9167,1996,0,0,0,1,0,0,9.789,9.789
"Finland",64,26,1996,0,0,0,0,0,0,.53575143,.5357514
"France",46,2,1996,0,0,0,0,0,0,2.084,2.084
"Germany",51,9,1996,0,0,0,0,0,0,1.193,1.193
"Ghana",8,-2,1996,1,1,0,0,0,0,44.357,44.357
"Greece",39,22,1996,0,0,1,0,0,0,7.867,7.867
"Guatemala",15.5,-90.25,1996,0,0,0,0,0,0,11.057,11.057
"Honduras",15,-86.5,1996,1,1,0,0,1,0,23.8,23.8
"Hungary",47,20,1996,1,1,0,0,0,0,23.603,23.603
"Iceland",65,-18,1996,0,0,0,0,0,0,2.252,2.252
"India",20,77,1996,0,0,1,0,0,1,8.977,8.977
"Indonesia",-5,120,1996,0,0,0,0,0,0,6.996,6.996
"Ireland",53,-8,1996,0,0,0,0,0,0,2.155,2.155
"Italy",42.8333,12.8333,1996,0,0,0,0,0,0,3.983,3.983
"Japan",36,138,1996,0,0,1,0,0,1,.1,.1
"Kenya",1,38,1996,0,0,1,0,1,0,8.862,8.862
"Korea",37,127.5,1996,0,0,1,0,0,0,4.925,4.925
"Malaysia",2.5,112.5,1996,0,0,0,0,0,0,3.479,3.479
"Mauritius",-20.2833,57.55,1996,0,0,1,0,0,0,6.553,6.553
"Mexico",23,-102,1996,0,1,1,0,0,1,34.378,34.378
"Morocco",32,-5,1996,0,0,0,0,0,0,2.987,2.987
"Myanmar",22,98,1996,0,1,0,0,0,1,20.02,20.02
"Netherlands",52.5,5.75,1996,0,0,0,0,0,0,1.429,1.429
"New Zealand",-41,174,1996,0,0,0,0,0,0,2.292,2.292
"Nicaragua",13,-85,1996,0,0,0,0,1,1,12.1,12.1
"Nigeria",10,8,1996,0,1,0,0,0,0,29.292,29.292
"Norway",62,10,1996,0,0,0,0,0,0,1.248,1.248
"Panama",9,-80,1996,0,0,0,0,1,0,1.264,1.264
"Paraguay",-23,-58,1996,0,0,0,0,0,1,9.798,9.798
"Peru",-10,-76,1996,0,0,0,0,1,0,11.419,11.419
"Philippines",13,122,1996,0,0,0,0,0,0,9.074,9.074
"Poland",52,20,1996,1,0,0,0,0,0,19.9,19.9
"Portugal",39.5,-8,1996,0,0,0,0,0,0,3.100099,3.100099
"Romania",46,25,1996,1,1,0,0,0,1,38.809,38.809
"Singapore",1.3667,103.8,1996,0,0,1,0,0,0,1.379,1.379
"South Africa",-29,24,1996,1,0,1,0,0,0,7.32,7.32
"Spain",40,-4,1996,0,0,0,0,0,0,3.56,3.56
"Sri Lanka",7,81,1996,0,0,0,1,0,0,15.937,15.937
"Sweden",62,15,1996,0,0,0,0,0,0,1.027,1.027
"Switzerland",47,8,1996,0,0,0,0,0,0,.812,.812
"Taiwan",23.5,121,1996,0,0,0,0,0,0,3.075,3.075
"Thailand",15,100,1996,0,0,1,0,0,1,5.871,5.871
"Tunisia",34,9,1996,0,0,0,0,0,0,3.696,3.696
"Turkey",39,35,1996,1,1,0,0,0,0,80.236,80.236
"United Kingdom",54,-2,1996,0,0,0,0,0,0,2.442,2.442
"United States",38,-97,1996,0,0,0,0,0,0,2.9527559,2.952756
"Uruguay",-33,-56,1996,1,1,0,0,0,0,28.342,28.342
"Venezuela",8,-66,1996,1,1,0,1,1,0,99.876,99.876
"Zambia",-15,30,1996,1,1,0,0,0,0,43.095,43.095
"Zimbabwe",-20,30,1996,1,1,0,0,0,1,21.6,21.6
"Algeria",28,3,1997,0,0,0,0,0,0,5.7,5.7
"Angola",-12.5,18.5,1997,1,1,0,1,1,1,221.492,221.492
"Argentina",-34,-64,1997,0,0,0,0,0,0,.529,.529
"Australia",-27,133,1997,1,0,0,0,0,0,.25,.25
"Austria",47.3333,13.3333,1997,0,0,0,0,0,0,1.157,1.157
"Belgium",50.8333,4,1997,0,0,0,0,0,0,1.493,1.493
"Bolivia",-17,-65,1997,0,0,0,0,1,1,4.709,4.709
"Brazil",-10,-55,1997,0,0,0,0,0,1,6.926,6.926
"Canada",60,-95,1997,0,0,0,0,0,0,1.612,1.612
"Central African Republic",7,21,1997,0,0,0,0,1,1,1.597,1.597
"Chile",-30,-71,1997,0,0,1,0,0,0,6.0000007,6
"China",35,105,1997,0,0,0,0,0,1,2.8,2.8
"Colombia",4,-72,1997,1,0,0,0,0,0,18.468,18.468
"Costa Rica",10,-84,1997,0,0,0,0,0,0,13.248,13.248
"Cote d'Ivoire",8,-5,1997,0,0,0,0,1,0,6.301,6.301
"Denmark",56,10,1997,0,0,0,0,0,0,2.194,2.194
"Dominican Republic",19,-70.6667,1997,0,0,0,1,0,0,8.297,8.297
"Ecuador",-2,-77.5,1997,1,1,0,0,0,0,30.6,30.6
"Egypt",27,30,1997,0,0,0,0,0,0,6.167,6.167
"El Salvador",13.8333,-88.9167,1997,0,0,0,0,0,0,4.416,4.416
"Finland",64,26,1997,0,0,0,0,0,0,1.2433553,1.243355
"France",46,2,1997,0,0,0,0,0,0,1.283,1.283
"Germany",51,9,1997,1,0,0,0,0,0,1.533,1.533
