country,latitude,longitude,year,currency_crisis,inflation_crisis,stock_market_crash,sovereign_domestic_debt_crisis,sovereign_external_debt_crisis,banking_crisis,inflation,inflation_pos
"Argentina",-34,-64,1800,0,0,0,0,0,0,-5.9669746,0
"Austria",47.3333,13.3333,1800,1,0,0,0,0,0,20.525637,20.52564
"Belgium",50.8333,4,1800,0,0,0,0,0,0,5.2478979,5.247898
"Brazil",-10,-55,1800,0,0,0,0,0,0,-5.1172618,0
"Chile",-30,-71,1800,0,0,0,0,0,0,-7.7226132,0
"China",35,105,1800,0,0,0,0,0,0,5,5
"Denmark",56,10,1800,0,1,0,0,0,0,48.306011,48.30601
"France",46,2,1800,0,0,0,0,0,0,.85470085,.8547009
"Germany",51,9,1800,0,0,0,0,0,0,-12.304251,0
"Italy",42.8333,12.8333,1800,0,1,0,0,0,0,27.038245,27.03824
"Korea",37,127.5,1800,0,0,0,0,0,0,-42.857143,0
"Mexico",23,-102,1800,0,0,0,0,0,0,.39576621,.3957662
"Netherlands",52.5,5.75,1800,0,0,0,0,0,0,12.583644,12.58364
"Norway",62,10,1800,0,1,0,0,0,0,31.515073,31.51507
"Peru",-10,-76,1800,0,0,0,0,0,0,-9.1476442,0
"Portugal",39.5,-8,1800,0,1,0,0,0,0,30.379747,30.37975
"Spain",40,-4,1800,0,0,0,0,0,0,-.9052771,0
"Sweden",62,15,1800,0,1,0,0,0,0,22.222222,22.22222
"United Kingdom",54,-2,1800,0,1,0,0,0,0,31.827309,31.82731
"United States",38,-97,1800,0,0,0,0,0,0,2.0222529,2.022253
"Argentina",-34,-64,1801,0,0,0,0,0,0,18.796596,18.7966
"Austria",47.3333,13.3333,1801,1,1,0,0,0,0,18.942731,18.94273
"Belgium",50.8333,4,1801,0,1,0,0,0,0,16.595705,16.59571
"Brazil",-10,-55,1801,0,0,0,0,0,0,6.5815657,6.581566
"Chile",-30,-71,1801,0,0,0,0,0,0,-10.415475,0
"China",35,105,1801,0,0,0,0,0,0,24.603175,24.60317
"France",46,2,1801,0,0,0,0,0,0,-11.016949,0
"Germany",51,9,1801,0,0,0,0,0,0,-7.0578231,0
"India",20,77,1801,0,0,0,0,0,0,-10.31186,0
"Italy",42.8333,12.8333,1801,0,0,0,0,0,0,17.523271,17.52327
"Korea",37,127.5,1801,0,0,0,0,0,0,9.0909091,9.090909
"Mexico",23,-102,1801,0,0,0,0,0,0,6.669079,6.669079
"Netherlands",52.5,5.75,1801,0,0,0,0,0,0,-.37318515,0
"Norway",62,10,1801,0,0,0,0,0,0,-7.8214203,0
"Peru",-10,-76,1801,0,0,0,0,0,0,8.0658847,8.065885
"Portugal",39.5,-8,1801,1,0,0,0,0,0,-5.8252427,0
"Spain",40,-4,1801,0,0,0,0,0,0,14.21875,14.21875
"Sweden",62,15,1801,0,0,0,0,0,0,10.451807,10.45181
"United Kingdom",54,-2,1801,0,0,0,0,0,0,3.960396,3.960396
"United States",38,-97,1801,0,0,0,0,0,0,1.3294061,1.329406
"Argentina",-34,-64,1802,0,0,0,0,0,0,-2.4607308,0
"Austria",47.3333,13.3333,1802,0,0,0,0,1,0,9.6296296,9.62963
"Belgium",50.8333,4,1802,0,1,0,0,0,0,4.1291337,4.129134
"Brazil",-10,-55,1802,0,0,0,0,0,0,5.6697095,5.66971
"Chile",-30,-71,1802,0,0,0,0,0,0,3.6258554,3.625855
"China",35,105,1802,0,0,0,0,0,0,27.388535,27.38853
"France",46,2,1802,0,0,0,0,0,1,-.95238095,0
"Germany",51,9,1802,0,1,0,0,0,0,46.477585,46.47758
"India",20,77,1802,0,1,0,0,0,0,29.568528,29.56853
"Italy",42.8333,12.8333,1802,0,0,0,0,0,0,-16.681159,0
"Korea",37,127.5,1802,0,0,0,0,0,0,-10.416667,0
"Mexico",23,-102,1802,0,0,0,0,0,0,-7.6456256,0
"Netherlands",52.5,5.75,1802,0,0,0,1,1,0,-2.8790944,0
"Norway",62,10,1802,0,0,0,0,0,0,17.257739,17.25774
"Peru",-10,-76,1802,0,0,0,0,0,0,2.1653085,2.165308
"Portugal",39.5,-8,1802,0,0,0,0,0,0,-4.1237113,0
"Romania",46,25,1802,0,0,0,0,0,0,-41.666667,0
"Spain",40,-4,1802,0,0,0,0,0,0,15.731874,15.73187
"Sweden",62,15,1802,0,0,0,0,0,0,-1.6089446,0
"Turkey",39,35,1802,0,0,0,0,0,0,-6.1733856,0
"United Kingdom",54,-2,1802,0,0,0,0,0,0,-24.688645,0
"United States",38,-97,1802,0,0,0,0,0,0,-15.688585,0
"Argentina",-34,-64,1803,0,1,0,0,0,0,22.593285,22.59328
"Austria",47.3333,13.3333,1803,0,0,0,0,1,0,4.0540541,4.054054
"Belgium",50.8333,4,1803,0,0,0,0,0,0,-11.226932,0
"Brazil",-10,-55,1803,0,0,0,0,0,0,-3.4326523,0
"Chile",-30,-71,1803,0,0,0,0,0,0,15.891234,15.89123
"China",35,105,1803,0,0,0,0,0,0,24,24
"France",46,2,1803,0,0,0,0,0,0,6.7307692,6.730769
"Germany",51,9,1803,0,0,0,0,0,0,3.6851968,3.685197
"India",20,77,1803,0,0,0,0,0,0,12.81097,12.81097
"Italy",42.8333,12.8333,1803,0,0,0,0,0,0,-8.3693679,0
"Korea",37,127.5,1803,0,0,0,0,0,0,2.3255814,2.325581
"Netherlands",52.5,5.75,1803,0,0,0,1,1,0,.98814786,.9881479
"Norway",62,10,1803,0,0,0,0,0,0,-9.0935967,0
"Peru",-10,-76,1803,0,0,0,0,0,0,.03757168,.0375717
"Portugal",39.5,-8,1803,0,0,0,0,0,0,8.6021505,8.602151
"Romania",46,25,1803,0,0,0,0,0,0,-4.7619048,0
"Spain",40,-4,1803,0,1,0,0,0,0,34.101655,34.10165
"Sweden",62,15,1803,0,0,0,0,0,0,-2.7716186,0
"Turkey",39,35,1803,0,1,0,0,0,0,20.830239,20.83024
"United Kingdom",54,-2,1803,0,0,0,0,0,0,-3.2101167,0
"United States",38,-97,1803,0,0,0,0,0,0,5.4230339,5.423034
"Argentina",-34,-64,1804,0,0,0,0,0,0,-2.5728313,0
"Austria",47.3333,13.3333,1804,1,0,0,0,1,0,-10.064935,0
"Belgium",50.8333,4,1804,0,0,0,0,0,0,13.816414,13.81641
"Brazil",-10,-55,1804,0,0,0,0,0,0,-1.2454308,0
"Chile",-30,-71,1804,0,0,0,0,0,0,-8.0646343,0
"China",35,105,1804,0,0,0,0,0,0,8.4677419,8.467742
"France",46,2,1804,0,0,0,0,0,0,-6.3063063,0
"Germany",51,9,1804,0,0,0,0,0,0,-9.939759,0
"India",20,77,1804,0,1,0,0,0,0,50.199687,50.19969
"Italy",42.8333,12.8333,1804,0,0,0,0,0,0,-3.1041306,0
"Korea",37,127.5,1804,0,1,0,0,0,0,31.818182,31.81818
"Netherlands",52.5,5.75,1804,0,0,0,1,1,0,-5.9238403,0
"Norway",62,10,1804,0,0,0,0,0,0,-12.230561,0
"Peru",-10,-76,1804,0,0,0,0,0,0,2.7466301,2.74663
"Portugal",39.5,-8,1804,0,0,0,0,0,0,13.861386,13.86139
"Romania",46,25,1804,0,1,0,0,0,0,82.5,82.5
"Spain",40,-4,1804,0,0,0,0,0,0,16.262671,16.26267
"Sweden",62,15,1804,0,0,0,0,0,0,-2.7651083,0
"Turkey",39,35,1804,0,0,0,0,0,0,16.056838,16.05684
"United Kingdom",54,-2,1804,0,0,0,0,0,0,7.0351759,7.035176
"United States",38,-97,1804,0,0,0,0,0,0,4.4193035,4.419303
"Argentina",-34,-64,1805,0,0,0,0,0,0,8.7390978,8.739098
"Austria",47.3333,13.3333,1805,0,1,0,0,1,0,33.574007,33.57401
"Belgium",50.8333,4,1805,0,1,0,0,0,0,-12.009182,0
"Brazil",-10,-55,1805,0,0,0,0,0,0,-12.759565,0
"Chile",-30,-71,1805,0,0,0,0,0,0,11.519349,11.51935
"China",35,105,1805,0,0,0,0,0,0,3.7174721,3.717472
"France",46,2,1805,0,0,0,0,0,1,9.6153846,9.615385
"Germany",51,9,1805,0,1,0,0,0,0,34.381271,34.38127
"India",20,77,1805,0,0,0,0,0,0,-28.65896,0
"Italy",42.8333,12.8333,1805,0,0,0,0,0,0,2.3746721,2.374672
"Korea",37,127.5,1805,0,0,0,0,0,0,-5.1724138,0
"Mexico",23,-102,1805,0,0,0,0,0,0,-8.4929265,0
"Netherlands",52.5,5.75,1805,0,0,0,1,1,0,7.9147776,7.914778
"Norway",62,10,1805,0,1,0,0,0,0,25.8453,25.8453
"Peru",-10,-76,1805,0,0,0,0,0,0,7.070487,7.070487
"Portugal",39.5,-8,1805,0,0,0,0,0,0,-14.782609,0
"Romania",46,25,1805,0,1,0,0,0,0,60.273973,60.27397
"Spain",40,-4,1805,0,0,0,0,0,0,-22.820318,0
"Sweden",62,15,1805,0,0,0,0,0,0,4.5734389,4.573439
"Turkey",39,35,1805,0,1,0,0,0,0,27.041429,27.04143
"United Kingdom",54,-2,1805,0,0,0,0,0,0,15.117371,15.11737
"United States",38,-97,1805,0,0,0,0,0,0,-.71102082,0
"Argentina",-34,-64,1806,0,0,0,0,0,0,-.02951796,0
"Austria",47.3333,13.3333,1806,0,0,0,0,1,0,-7.8378378,0
"Belgium",50.8333,4,1806,0,0,0,0,0,0,-1.2169163,0
"Brazil",-10,-55,1806,0,0,0,0,0,0,5.222043,5.222043
"Chile",-30,-71,1806,0,0,0,0,0,0,-8.0541305,0
"China",35,105,1806,0,0,0,0,0,0,4.6594982,4.659498
"France",46,2,1806,0,0,0,0,0,0,9.6491228,9.649123
"Germany",51,9,1806,0,0,0,0,0,0,-14.733698,0
"India",20,77,1806,0,0,0,0,0,0,-7.9079566,0
"Italy",42.8333,12.8333,1806,0,0,0,0,0,0,-1.0148256,0
"Korea",37,127.5,1806,0,0,0,0,0,0,10.909091,10.90909
"Mexico",23,-102,1806,0,1,0,0,0,0,44.303797,44.3038
"Netherlands",52.5,5.75,1806,0,0,0,1,1,0,-.3212697,0
"Norway",62,10,1806,0,0,0,0,0,0,-6.7623744,0
"Peru",-10,-76,1806,0,0,0,0,0,0,-10.852622,0
"Portugal",39.5,-8,1806,0,0,0,0,0,0,-6.122449,0
"Romania",46,25,1806,0,0,0,0,0,0,5.982906,5.982906
"Spain",40,-4,1806,0,0,0,0,0,0,-34.233792,0
"Sweden",62,15,1806,0,0,0,0,0,0,5.5789179,5.578918
"Turkey",39,35,1806,0,0,0,0,0,0,-19.430297,0
"United Kingdom",54,-2,1806,0,0,0,0,0,0,-6.3621533,0
"United States",38,-97,1806,0,0,0,0,0,0,4.2625746,4.262575
"Argentina",-34,-64,1807,0,0,0,0,0,0,-9.3239249,0
"Austria",47.3333,13.3333,1807,1,0,0,0,1,0,-26.392962,0
"Belgium",50.8333,4,1807,0,0,0,0,0,0,-6.6925846,0
"Brazil",-10,-55,1807,0,0,0,0,0,0,-4.7485752,0
"Chile",-30,-71,1807,0,0,0,0,0,0,11.202072,11.20207
"China",35,105,1807,0,0,0,0,0,0,-19.520548,0
"France",46,2,1807,0,0,0,0,0,0,-2.4,0
"Germany",51,9,1807,0,0,0,0,1,0,-36.018681,0
"India",20,77,1807,0,0,0,0,0,0,-13.355622,0
"Italy",42.8333,12.8333,1807,0,0,0,0,0,0,-25.327511,0
"Korea",37,127.5,1807,0,0,0,0,0,0,-16.393443,0
"Mexico",23,-102,1807,0,0,0,0,0,0,-27.192982,0
"Netherlands",52.5,5.75,1807,0,0,0,1,1,0,-3.8125671,0
"Norway",62,10,1807,0,0,0,0,0,0,8.8190132,8.819014
"Peru",-10,-76,1807,0,0,0,0,0,0,4.5010601,4.50106
"Portugal",39.5,-8,1807,0,0,0,0,0,0,-1.0869565,0
"Romania",46,25,1807,0,0,0,0,0,0,-43.548387,0
"Spain",40,-4,1807,0,0,0,0,0,0,-16.504854,0
"Sweden",62,15,1807,0,0,0,0,0,0,9.3998938,9.399894
"Turkey",39,35,1807,0,1,0,0,0,0,27.514908,27.51491
"United Kingdom",54,-2,1807,0,0,0,0,0,0,-4.5296167,0
"United States",38,-97,1807,0,0,0,0,0,0,-5.4456255,0
"Argentina",-34,-64,1808,0,0,0,0,0,0,-3.4875854,0
"Austria",47.3333,13.3333,1808,1,0,0,0,1,0,-4.7808765,0
"Belgium",50.8333,4,1808,0,0,0,0,0,0,6.8051718,6.805172
"Brazil",-10,-55,1808,0,0,0,0,0,0,3.0047717,3.004772
"Chile",-30,-71,1808,0,0,0,0,0,0,-8.388461,0
"China",35,105,1808,0,0,0,0,0,0,26.808511,26.80851
"France",46,2,1808,0,0,0,0,0,0,31.967213,31.96721
"Germany",51,9,1808,0,0,0,0,0,0,-12.591241,0
"India",20,77,1808,0,0,0,0,0,0,-16.084484,0
"Italy",42.8333,12.8333,1808,0,0,0,0,0,0,-7.3172486,0
"Korea",37,127.5,1808,0,0,0,0,0,0,-7.8431373,0
"Mexico",23,-102,1808,0,0,0,0,0,0,6.0240964,6.024096
"Netherlands",52.5,5.75,1808,0,0,0,1,1,0,.67588854,.6758885
"Norway",62,10,1808,0,1,0,0,0,0,49.328198,49.3282
"Peru",-10,-76,1808,0,0,0,0,0,0,5.8846284,5.884628
"Portugal",39.5,-8,1808,0,1,0,0,0,0,7.6923077,7.692307
"Romania",46,25,1808,0,0,0,0,0,0,-4.2857143,0
"Spain",40,-4,1808,0,0,0,0,0,0,-15.831843,0
"Sweden",62,15,1808,0,0,0,0,0,0,14.199029,14.19903
"Turkey",39,35,1808,0,0,0,0,0,0,-1.2217946,0
"United Kingdom",54,-2,1808,0,0,0,0,0,0,6.2043796,6.20438
"United States",38,-97,1808,0,0,0,0,0,0,8.6302318,8.630232
"Argentina",-34,-64,1809,0,0,0,0,0,0,9.8903586,9.890359
"Austria",47.3333,13.3333,1809,1,1,0,0,1,0,5.0209205,5.02092
"Belgium",50.8333,4,1809,0,0,0,0,0,0,2.8716305,2.87163
"Brazil",-10,-55,1809,0,1,0,0,0,0,39.622316,39.62231
"China",35,105,1809,0,0,0,0,0,0,-1.0067114,0
"France",46,2,1809,0,0,0,0,0,0,0,0
"Germany",51,9,1809,0,0,0,0,0,0,14.196242,14.19624
"India",20,77,1809,0,0,0,0,0,0,-13.891578,0
"Italy",42.8333,12.8333,1809,0,0,0,0,0,0,-2.1126761,0
"Korea",37,127.5,1809,0,0,0,0,0,0,10.638298,10.6383
"Mexico",23,-102,1809,0,0,0,0,0,0,12.5,12.5
"Netherlands",52.5,5.75,1809,0,0,0,1,1,0,1.3000313,1.300031
"Norway",62,10,1809,0,1,0,0,0,0,41.506124,41.50612
"Peru",-10,-76,1809,0,0,0,0,0,0,-9.993029,0
"Portugal",39.5,-8,1809,0,0,0,0,0,0,3.0612245,3.061224
"Spain",40,-4,1809,0,0,0,0,1,0,-1.7003188,0
"Sweden",62,15,1809,0,0,0,0,0,0,6.2911796,6.29118
"Turkey",39,35,1809,1,0,0,0,0,0,3.8597481,3.859748
"United Kingdom",54,-2,1809,0,0,0,0,0,0,12.628866,12.62887
"United States",38,-97,1809,0,0,0,0,0,0,-1.9821684,0
"Argentina",-34,-64,1810,0,0,0,0,0,0,-9.6888546,0
"Austria",47.3333,13.3333,1810,1,0,0,0,1,0,-8.3665339,0
"Belgium",50.8333,4,1810,0,0,0,0,0,0,-12.133862,0
"Brazil",-10,-55,1810,0,1,0,0,0,0,18.241378,18.24138
"China",35,105,1810,0,0,0,0,0,0,-10.847458,0
"France",46,2,1810,0,0,0,0,0,0,3.1055901,3.10559
"Germany",51,9,1810,0,0,0,0,0,0,-12.705667,0
"India",20,77,1810,0,1,0,0,0,0,22.737493,22.73749
"Italy",42.8333,12.8333,1810,0,1,0,0,0,0,44.42446,44.42446
"Korea",37,127.5,1810,0,1,0,0,0,0,159.61538,159.6154
"Mexico",23,-102,1810,0,0,0,0,0,0,0,0
"Netherlands",52.5,5.75,1810,0,0,0,1,1,0,2.4599832,2.459983
"Norway",62,10,1810,0,0,0,0,0,0,17.563798,17.5638
"Peru",-10,-76,1810,0,0,0,0,0,0,5.5700447,5.570045
"Portugal",39.5,-8,1810,0,1,0,0,0,0,28.712871,28.71287
"Spain",40,-4,1810,0,0,0,0,0,0,9.9459459,9.945946
"Sweden",62,15,1810,0,0,0,0,0,0,-5.0989802,0
"Turkey",39,35,1810,1,0,0,0,0,0,-14.025887,0
"United Kingdom",54,-2,1810,0,0,0,0,0,1,2.8985507,2.898551
"United States",38,-97,1810,0,0,0,0,0,0,0,0
"Argentina",-34,-64,1811,0,0,0,0,0,0,8.0321244,8.032125
"Austria",47.3333,13.3333,1811,1,1,0,0,1,0,-10,0
"Belgium",50.8333,4,1811,0,0,0,0,0,0,19.682415,19.68242
"Brazil",-10,-55,1811,0,0,0,0,0,0,4.4825617,4.482562
"China",35,105,1811,0,0,0,0,0,0,-8.365019,0
"France",46,2,1811,0,0,0,0,0,0,-1.2048193,0
"Germany",51,9,1811,0,0,0,0,0,0,-5.3403141,0
"India",20,77,1811,0,0,0,0,0,0,3.8699336,3.869934
"Italy",42.8333,12.8333,1811,0,1,0,0,0,0,41.09589,41.09589
"Korea",37,127.5,1811,0,0,0,0,0,0,-60,0
"Mexico",23,-102,1811,0,1,0,0,0,0,39.393939,39.39394
"Netherlands",52.5,5.75,1811,0,0,0,1,1,0,.28778161,.2877816
"Norway",62,10,1811,0,1,0,0,0,0,64.304189,64.30419
"Peru",-10,-76,1811,0,0,0,0,0,0,12.570405,12.57041
"Portugal",39.5,-8,1811,0,0,0,0,0,0,20,20
"Spain",40,-4,1811,0,1,0,0,0,0,102.16323,102.1632
"Sweden",62,15,1811,0,0,0,0,0,1,3.7505268,3.750527
"Turkey",39,35,1811,0,1,0,0,0,0,55.065142,55.06514
"United Kingdom",54,-2,1811,0,0,0,0,0,1,1.2601927,1.260193
"United States",38,-97,1811,0,0,0,0,0,0,6.757086,6.757086
"Argentina",-34,-64,1812,0,0,0,0,0,0,4.9566601,4.95666
"Austria",47.3333,13.3333,1812,1,0,0,0,1,0,24.637681,24.63768
"Belgium",50.8333,4,1812,0,1,0,0,0,0,-6.8303061,0
"Brazil",-10,-55,1812,0,0,0,0,0,0,-6.0987998,0
"Chile",-30,-71,1812,0,0,0,0,0,0,2.1319797,2.13198
"China",35,105,1812,0,0,0,0,0,0,9.5435685,9.543569
"France",46,2,1812,0,0,0,0,1,0,4.2682927,4.268293
"Germany",51,9,1812,0,1,0,0,1,0,66.371681,66.37168
"India",20,77,1812,0,0,0,0,0,0,7.1869489,7.186949
"Italy",42.8333,12.8333,1812,0,0,0,0,0,0,-10.238305,0
"Korea",37,127.5,1812,0,0,0,0,0,0,-27.777778,0
"Netherlands",52.5,5.75,1812,0,0,0,1,1,0,-11.642207,0
"Norway",62,10,1812,0,1,0,0,0,0,152.04066,152.0407
"Peru",-10,-76,1812,0,0,0,0,0,0,1.4176277,1.417628
"Portugal",39.5,-8,1812,0,0,0,0,0,0,-14.102564,0
"Romania",46,25,1812,0,0,0,0,0,0,-45.454545,0
"Spain",40,-4,1812,0,1,0,0,0,0,61.138132,61.13813
"Sweden",62,15,1812,0,1,0,0,1,1,28.086921,28.08692
"Turkey",39,35,1812,0,0,0,0,0,0,-23.525377,0
"United Kingdom",54,-2,1812,0,0,0,0,0,0,11.639824,11.63982
"United States",38,-97,1812,0,0,0,0,0,0,1.2628376,1.262838
"Argentina",-34,-64,1813,0,0,0,0,0,0,0,0
"Austria",47.3333,13.3333,1813,0,0,0,0,1,0,-3.1007752,0
"Belgium",50.8333,4,1813,0,0,0,0,0,0,15.685854,15.68585
"Brazil",-10,-55,1813,0,0,0,0,0,0,-13.763061,0
"Chile",-30,-71,1813,0,0,0,0,0,0,4.4532803,4.45328
"China",35,105,1813,0,0,0,0,0,0,-1.1363636,0
"France",46,2,1813,1,0,0,0,0,0,-6.4327485,0
"Germany",51,9,1813,1,0,0,0,1,0,-12.699468,0
"India",20,77,1813,0,0,0,0,0,0,5.8617853,5.861785
"Italy",42.8333,12.8333,1813,0,0,0,0,0,0,-23.795477,0
"Korea",37,127.5,1813,0,1,0,0,0,0,48.717949,48.71795
"Netherlands",52.5,5.75,1813,0,0,0,1,1,0,-11.425567,0
"Norway",62,10,1813,0,0,0,0,0,0,-67.58148,0
"Peru",-10,-76,1813,0,0,0,0,0,0,-.02295803,0
"Portugal",39.5,-8,1813,0,0,0,0,0,0,-16.41791,0
"Romania",46,25,1813,0,1,0,0,0,0,45.833333,45.83333
"Spain",40,-4,1813,0,0,0,0,0,0,-38.454573,0
"Sweden",62,15,1813,0,0,0,0,0,1,11.907404,11.9074
"Turkey",39,35,1813,0,0,0,0,0,0,.44843049,.4484305
"United Kingdom",54,-2,1813,0,0,0,0,0,0,-1.9672131,0
"United States",38,-97,1813,0,1,0,0,0,0,19.998497,19.9985
"Argentina",-34,-64,1814,0,0,0,0,0,0,0,0
"Austria",47.3333,13.3333,1814,0,1,0,0,1,0,8,8
"Belgium",50.8333,4,1814,0,0,0,0,0,0,-23.6273,0
"Brazil",-10,-55,1814,0,0,0,0,0,0,6.7607433,6.760743
"Chile",-30,-71,1814,0,0,0,0,0,0,6.2523791,6.252379
"China",35,105,1814,0,0,0,0,0,0,11.111111,11.11111
"France",46,2,1814,1,0,0,0,0,0,-23.75,0
"Germany",51,9,1814,1,0,0,0,1,0,-22.543793,0
"India",20,77,1814,0,0,0,0,0,0,-9.9086847,0
"Italy",42.8333,12.8333,1814,0,0,0,0,0,0,4.516129,4.516129
"Korea",37,127.5,1814,0,1,0,0,0,0,29.310345,29.31034
"Netherlands",52.5,5.75,1814,1,0,0,1,1,0,16.939624,16.93962
"Norway",62,10,1814,0,0,0,0,0,1,19.453845,19.45385
"Peru",-10,-76,1814,0,0,0,0,0,0,6.1290606,6.129061
"Portugal",39.5,-8,1814,0,0,0,0,0,0,-14.285714,0
"Romania",46,25,1814,0,0,0,0,0,0,13.142857,13.14286
"Spain",40,-4,1814,0,0,0,0,0,1,-20.990682,0
"Sweden",62,15,1814,0,0,0,0,0,1,-2.1819212,0
"Turkey",39,35,1814,0,0,0,0,0,0,2.646237,2.646237
"United Kingdom",54,-2,1814,0,0,0,0,0,0,-13.377926,0
"United States",38,-97,1814,1,0,0,0,0,0,9.8979528,9.897953
"Argentina",-34,-64,1815,0,1,0,0,0,0,50,50
"Austria",47.3333,13.3333,1815,1,1,0,0,1,0,13.333333,13.33333
"Belgium",50.8333,4,1815,0,0,0,0,0,0,8.4175205,8.417521
"Brazil",-10,-55,1815,1,0,0,0,0,0,-17.655469,0
"Chile",-30,-71,1815,0,0,0,0,0,0,7.2816838,7.281684
"China",35,105,1815,0,0,0,0,0,0,6.5517241,6.551724
"France",46,2,1815,0,0,0,0,0,0,-4.9180328,0
"Germany",51,9,1815,1,0,0,0,0,0,13.372665,13.37266
"India",20,77,1815,0,0,0,0,0,0,-16.066422,0
"Italy",42.8333,12.8333,1815,0,1,0,0,0,0,45.925926,45.92593
"Korea",37,127.5,1815,0,1,0,0,0,0,96,96
"Mexico",23,-102,1815,0,0,0,0,0,0,-.63146382,0
"Netherlands",52.5,5.75,1815,0,0,0,0,0,0,1.469183,1.469183
"Norway",62,10,1815,0,0,0,0,0,0,-1.4600233,0
"Peru",-10,-76,1815,0,0,0,0,0,0,11.790275,11.79028
"Portugal",39.5,-8,1815,1,0,0,0,0,0,0,0
"Romania",46,25,1815,0,0,0,0,0,0,-74.747475,0
"Spain",40,-4,1815,0,0,0,0,0,1,-12.166356,0
"Sweden",62,15,1815,1,0,0,0,0,0,-4.0411356,0
"Turkey",39,35,1815,0,0,0,0,0,0,-.12072098,0
"United Kingdom",54,-2,1815,1,0,0,0,0,1,-17.220077,0
"United States",38,-97,1815,0,0,0,0,0,0,-12.321978,0
"Argentina",-34,-64,1816,0,0,0,0,0,0,10,10
"Austria",47.3333,13.3333,1816,1,1,0,0,1,0,26.470588,26.47059
"Belgium",50.8333,4,1816,0,1,0,0,0,0,17.50221,17.50221
"Brazil",-10,-55,1816,1,0,0,0,0,0,17.279817,17.27982
"Chile",-30,-71,1816,0,0,0,0,0,0,7.5137753,7.513775
"China",35,105,1816,0,0,0,0,0,0,-10.032362,0
"Denmark",56,10,1816,0,0,0,0,0,0,0,0
"France",46,2,1816,1,0,0,0,0,0,3.4482759,3.448276
"Germany",51,9,1816,0,1,0,0,0,0,66.175195,66.17519
"India",20,77,1816,0,0,0,0,0,0,4.7790339,4.779034
"Italy",42.8333,12.8333,1816,0,1,0,0,0,0,20.981387,20.98139
"Korea",37,127.5,1816,0,0,0,0,0,0,-66.666667,0
"Netherlands",52.5,5.75,1816,0,0,0,0,0,0,2.7810477,2.781048
"Norway",62,10,1816,0,0,0,0,0,0,-2.3117062,0
"Peru",-10,-76,1816,0,0,0,0,0,0,1.0041056,1.004106
"Portugal",39.5,-8,1816,0,1,0,0,0,0,-5.2083333,0
"Romania",46,25,1816,0,1,0,0,0,0,48,48
"Spain",40,-4,1816,0,0,0,0,0,1,-16.254417,0
"Sweden",62,15,1816,0,0,0,0,0,0,1.4792453,1.479245
"Turkey",39,35,1816,0,0,0,0,0,0,6.3357283,6.335728
"United Kingdom",54,-2,1816,0,0,0,0,0,0,12.779851,12.77985
"United States",38,-97,1816,0,0,0,0,0,0,-8.6479111,0
"Argentina",-34,-64,1817,0,0,0,0,0,0,0,0
"Austria",47.3333,13.3333,1817,1,0,0,0,0,0,22.997416,22.99742
"Belgium",50.8333,4,1817,0,0,0,0,0,0,24.517873,24.51787
"Brazil",-10,-55,1817,0,0,0,0,0,0,10.640619,10.64062
"Chile",-30,-71,1817,0,0,0,0,0,0,6.9420718,6.942072
"China",35,105,1817,0,0,0,0,0,0,-18.345324,0
"Denmark",56,10,1817,0,0,0,0,0,0,-10.280374,0
"France",46,2,1817,0,0,0,0,0,0,7.5,7.5
"Germany",51,9,1817,0,1,0,0,0,0,63.622129,63.62213
"India",20,77,1817,0,0,0,0,0,0,8.8278568,8.827857
"Italy",42.8333,12.8333,1817,0,0,0,0,0,0,-11.115556,0
"Netherlands",52.5,5.75,1817,0,0,0,0,0,0,-12.111668,0
"Norway",62,10,1817,0,0,0,0,0,0,13.026639,13.02664
"Peru",-10,-76,1817,0,0,0,0,0,0,-10.73794,0
"Poland",52,20,1817,0,1,0,0,0,0,-2.99306,0
"Portugal",39.5,-8,1817,0,1,0,0,0,0,12.087912,12.08791
"Romania",46,25,1817,0,1,0,0,0,0,27.364865,27.36486
"Spain",40,-4,1817,0,0,0,0,0,1,1.350211,1.350211
"Sweden",62,15,1817,0,0,0,0,0,0,5.9645991,5.964599
"Turkey",39,35,1817,0,0,0,0,0,0,2.4394364,2.439436
"United Kingdom",54,-2,1817,0,0,0,0,0,0,5.2109181,5.210918
"United States",38,-97,1817,0,0,0,0,0,0,-5.3271693,0
"Argentina",-34,-64,1818,0,0,0,0,0,0,0,0
"Austria",47.3333,13.3333,1818,0,0,0,0,0,0,-45.588235,0
"Belgium",50.8333,4,1818,0,0,0,0,0,0,-18.56425,0
"Brazil",-10,-55,1818,0,0,0,0,0,0,-.37396704,0
"Chile",-30,-71,1818,0,0,0,0,0,0,5.7072321,5.707232
"China",35,105,1818,0,0,0,0,0,0,4.4052863,4.405286
"Denmark",56,10,1818,0,0,0,0,0,0,-37.5,0
"France",46,2,1818,0,0,0,0,0,0,-4.6511628,0
"Germany",51,9,1818,0,0,0,0,0,0,-55.183413,0
"India",20,77,1818,0,0,0,0,0,0,-.45065345,0
"Italy",42.8333,12.8333,1818,0,0,0,0,0,0,-42.890809,0
"Netherlands",52.5,5.75,1818,0,0,0,0,0,0,10.891025,10.89102
"Norway",62,10,1818,0,0,0,0,0,0,-23.939634,0
"Peru",-10,-76,1818,0,0,0,0,0,0,9.4016435,9.401644
"Poland",52,20,1818,0,0,0,0,0,0,-4.4603709,0
